Smoothed_Point_X,Smoothed_Point_Y,Left_Gaze_Point_On_Display_Area_X,Right_Gaze_Point_On_Display_Area_X,Left_Gaze_Point_On_Display_Area_Y,Right_Gaze_Point_On_Display_Area_Y,Date_time
897,1057,795,1023,1026,1228,1670281764.643553
886,1074,795,1023,1026,1228,1670281764.6745806
891,1079,774,1069,780,1135,1670281764.7106133
897,1084,774,1069,780,1135,1670281764.8036978
899,1087,749,1034,794,1594,1670281764.814723
901,1090,749,1034,794,1594,1670281764.8207133
897,1086,574,1238,903,1148,1670281764.8497403
892,1081,574,1238,903,1148,1670281764.8747628
866,1090,311,826,1241,1148,1670281764.9097948
839,1099,311,826,1241,1148,1670281764.938821
764,1089,28,284,1024,1027,1670281764.998876
689,1079,28,284,1024,1027,1670281765.011887
592,1073,29,-123,980,821,1670281765.044917
495,1068,29,-123,980,821,1670281765.075951
414,1006,-24,181,726,426,1670281765.1049721
332,944,-24,181,726,426,1670281765.1410048
275,881,228,450,432,362,1670281765.1740348
219,818,228,450,432,362,1670281765.203061
239,836,513,1025,876,1872,1670281765.2380931
259,854,513,1025,876,1872,1670281765.2761273
305,926,422,818,1267,2216,1670281765.3021512
352,997,422,818,1267,2216,1670281765.3371823
602,1127,1230,3686,1859,2536,1670281765.3742168
852,1257,1230,3686,1859,2536,1670281765.3982384
1039,1439,760,3134,1544,3262,1670281765.4322693
1226,1622,760,3134,1544,3262,1670281765.4753163
1375,1833,1016,2649,2065,2947,1670281765.5183468
1525,2044,1016,2649,2065,2947,1670281765.534362
1492,2061,273,619,1463,1637,1670281765.5849376
1460,2079,273,619,1463,1637,1670281765.5989504
1393,2138,47,-151,1640,3015,1670281765.6329818
1326,2196,47,-151,1640,3015,1670281765.6670122
1136,2084,412,702,1091,1049,1670281765.704046
946,1971,412,702,1091,1049,1670281765.731071
772,1844,144,287,1148,1114,1670281765.7651012
599,1717,144,287,1148,1114,1670281765.800638
462,1593,192,729,1222,1321,1670281765.8366709
325,1470,192,729,1222,1321,1670281765.8666983
318,1354,-9,754,418,372,1670281765.8967254
310,1239,-9,754,418,372,1670281765.9337592
324,990,-214,382,176,-493,1670281765.9637866
337,742,-214,382,176,-493,1670281765.9948153
323,686,-26,850,743,296,1670281766.0318482
308,631,-26,850,743,296,1670281766.0618746
303,568,208,117,513,482,1670281766.0979085
297,505,208,117,513,482,1670281766.1259336
275,425,184,292,440,513,1670281766.1659698
253,346,184,292,440,513,1670281766.1949966
259,328,348,515,221,213,1670281766.2280262
265,310,348,515,221,213,1670281766.2600553
324,353,546,802,454,81,1670281766.3111017
383,395,546,802,454,81,1670281766.327116
428,398,732,1000,508,593,1670281766.36415
474,402,732,1000,508,593,1670281766.4001832
555,406,828,1124,601,473,1670281766.4252048
637,410,828,1124,601,473,1670281766.4602368
710,416,828,1124,601,473,1670281766.492266
770,447,753,909,757,816,1670281766.5302923
813,503,820,919,690,874,1670281766.565324
857,560,820,919,690,874,1670281766.5963519
877,611,820,919,690,874,1670281766.6484
892,660,783,867,758,751,1670281766.6614108
888,680,783,867,758,751,1670281766.6924403
